"CoverageClass","MetadataKinds","DefName","Label","ModName","PackageId","BaseCost","BuildingCount","TerrainCount","Terrains","RecipeCount","SurgeryCount","Recipes","NonBuildingThingCount","NonBuildingThings","RequiredAnalyzedCount","RequiredAnalyzed","Techprint","ResearchModCount","ResearchModTypes","PrerequisiteCount","Prerequisites"
"ThematicMetadata","OtherRecipe;NonBuildingThing;Techprint","CircadianInfluence","Circadian influence","Royalty","Ludeon.RimWorld.Royalty","2000","0","0","","4","0","Make_AI_AnimalCircadianSupercharger;Make_CircadianAssistant;Make_CircadianHalfCycler;Make_EPIA_CircadianRefresher","4","AI_AnimalCircadianSupercharger;CircadianAssistant;CircadianHalfCycler;EPIA_CircadianRefresher","0","","Techprint_CircadianInfluence","0","","1","Fabrication"
"ThematicMetadata","OtherRecipe;NonBuildingThing;Techprint","CompactWeaponry","Compact weaponry","Royalty","Ludeon.RimWorld.Royalty","2000","0","0","","6","0","Make_BM_SpacerElbowBladeCombatModule;Make_BM_SpacerHandTalonCombatModule;Make_BM_SpacerKneeSpikeCombatModule;Make_ElbowBlade;Make_HandTalon;Make_KneeSpike","6","BM_SpacerElbowBladeCombatModule;BM_SpacerHandTalonCombatModule;BM_SpacerKneeSpikeCombatModule;ElbowBlade;HandTalon;KneeSpike","0","","Techprint_CompactWeaponry","0","","1","MicroelectronicsBasics"
"ThematicMetadata","OtherRecipe;NonBuildingThing;Techprint","FleshShaping","Flesh shaping","Royalty","Ludeon.RimWorld.Royalty","2000","0","0","","5","0","Make_AestheticNose;Make_AestheticShaper;Make_BM_SpacerAestheticUtilityModule;Make_LoveEnhancer;Make_StrengthEnhancer","5","AestheticNose;AestheticShaper;BM_SpacerAestheticUtilityModule;LoveEnhancer;StrengthEnhancer","0","","Techprint_FleshShaping","0","","1","Fabrication"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Gunlink","Gunlink","Royalty","Ludeon.RimWorld.Royalty","2000","0","0","","2","0","Make_Apparel_Gunlink;Make_Apparel_Learnlink","2","Apparel_Gunlink;Apparel_Learnlink","0","","","0","","1","Fabrication"
"ThematicMetadata","OtherRecipe;NonBuildingThing;Techprint","HealingFactors","Healing factors","Royalty","Ludeon.RimWorld.Royalty","2000","0","0","","5","0","Make_AI_AnimalHealClotSynergizer;Make_CellcycleAccelerator;Make_Coagulator;Make_HealingEnhancer;Make_Synthmarrow","5","AI_AnimalHealClotSynergizer;CellcycleAccelerator;Coagulator;HealingEnhancer;Synthmarrow","0","","Techprint_HealingFactors","0","","1","Fabrication"
"ThematicMetadata","OtherRecipe;NonBuildingThing;Techprint","JumpPack","Jump packs","Royalty","Ludeon.RimWorld.Royalty","2000","0","0","","8","0","Make_AC_Apparel_WingJump;Make_Apparel_ArmorLocust;Make_Apparel_ArmorLocustPrestige;Make_Apparel_KidLocustArmor;Make_Apparel_PackJump;Make_Apparel_PackSkiritai;Make_BM_SpacerJumpPackAbilityModule;Make_BM_SpacerNuclearJumpPackAbilityModule","8","AC_Apparel_WingJump;Apparel_ArmorLocust;Apparel_ArmorLocustPrestige;Apparel_KidLocustArmor;Apparel_PackJump;Apparel_PackSkiritai;BM_SpacerJumpPackAbilityModule;BM_SpacerNuclearJumpPackAbilityModule","0","","Techprint_JumpPack","0","","1","MicroelectronicsBasics"
"ThematicMetadata","OtherRecipe;NonBuildingThing;Techprint","MolecularAnalysis","Molecular analysis","Royalty","Ludeon.RimWorld.Royalty","2000","0","0","","6","0","Make_AI_AnimalImmunoenhancer;Make_BiotunerImplant;Make_EPOE_DetoxifierEnhancer;Make_GastroAnalyzer;Make_Immunoenhancer;Make_LTS_GourmandTongue","6","AI_AnimalImmunoenhancer;BiotunerImplant;EPOE_DetoxifierEnhancer;GastroAnalyzer;Immunoenhancer;LTS_GourmandTongue","0","","Techprint_MolecularAnalysis","0","","1","Fabrication"
"ThematicMetadata","OtherRecipe;NonBuildingThing;Techprint","NeuralComputation","Neural computation","Royalty","Ludeon.RimWorld.Royalty","2000","0","0","","6","0","Make_GS_RoyalEye;Make_HackingPortImplant;Make_LTS_MemoryDatabank;Make_LearningAssistant;Make_Neurocalculator;Make_WiredReflex","6","GS_RoyalEye;HackingPortImplant;LTS_MemoryDatabank;LearningAssistant;Neurocalculator;WiredReflex","0","","Techprint_NeuralComputation","0","","1","Fabrication"
"ThematicMetadata","OtherRecipe;NonBuildingThing","NobleApparel","Noble apparel","Royalty","Ludeon.RimWorld.Royalty","400","0","0","","25","0","Make_Apparel_Beret;Make_Apparel_Corset;Make_Apparel_HatLadies;Make_Apparel_HatTop;Make_Apparel_KidFormalShirt;Make_Apparel_KidFormalVest;Make_Apparel_LM_CowboyHatPrestige;Make_Apparel_ShirtRuffle;Make_Apparel_VestRoyal;Make_DankPyon_Apparel_Zweihanders_Cuirass;Make_DankPyon_Apparel_Zweihanders_CuirassFloof;Make_DankPyon_Apparel_Zweihanders_Cuirass_Roxmont;Make_DankPyon_Headgear_ZweihanderHelm;Make_DankPyon_Headgear_ZweihanderHelmRoxmont;Make_DankPyon_Headgear_ZweihandersHat;Make_RBApparel_Tailcoat;Make_TSFApparel_DaimyoArmor;Make_TSFApparel_DaimyoHelmet;Make_VAE_Apparel_ShirtandTie;Make_VAE_Apparel_Skirt;Make_VAE_Apparel_SuitJacket;Make_VAE_Apparel_Trousers;Make_VAE_Headgear_Fedora;Make_VFEM2_Apparel_JesterHat;Make_VFEM2_Apparel_JesterOutfit","29","Apparel_Beret;Apparel_Corset;Apparel_HatLadies;Apparel_HatTop;Apparel_KidFormalShirt;Apparel_KidFormalVest;Apparel_LM_CowboyHatPrestige;Apparel_ShirtRuffle;Apparel_VestRoyal;DankPyon_Apparel_Zweihanders_Cuirass;DankPyon_Apparel_Zweihanders_CuirassFloof;DankPyon_Apparel_Zweihanders_Cuirass_Roxmont;DankPyon_Headgear_ZweihanderHelm;DankPyon_Headgear_ZweihanderHelmRoxmont;DankPyon_Headgear_ZweihandersHat;Gunmar_Apparel_FeatheredHat;Gunmar_Apparel_Smoking_Jacket;Gunmar_Apparel_TopHat;Gunmar_Apparel_Waistcoat;RBApparel_Tailcoat;TSFApparel_DaimyoArmor;TSFApparel_DaimyoHelmet;VAE_Apparel_ShirtandTie;VAE_Apparel_Skirt;VAE_Apparel_SuitJacket;VAE_Apparel_Trousers;VAE_Headgear_Fedora;VFEM2_Apparel_JesterHat;VFEM2_Apparel_JesterOutfit","0","","","0","","1","LemonSkin_RusticClothing"
"ThematicMetadata","OtherRecipe;NonBuildingThing","RoyalApparel","Royal apparel","Royalty","Ludeon.RimWorld.Royalty","400","0","0","","21","0","Make_Apparel_Coronet;Make_Apparel_Crown;Make_Apparel_CrownStellic;Make_Apparel_KidCoronet;Make_Apparel_KidCrown;Make_Apparel_KidPrestigeRobe;Make_Apparel_RobeRoyal;Make_Canon_Crown_Byzantine;Make_Canon_Crown_Byzantine_Stuffable;Make_Canon_Crown_Emerald;Make_Canon_Crown_Emerald_Stuffable;Make_Canon_Crown_Reichskrone;Make_Canon_Crown_Reichskrone_Stuffable;Make_DankPyon_Apparel_FullPlateGilded;Make_DankPyon_Headgear_ArmetGilded;Make_RBME_RoyalHellenicHelmet;Make_VFEM2_Apparel_DameDress;Make_VFEM2_Apparel_DameHat;Make_VFEM2_Apparel_KingsCrown;Make_VFEM2_Apparel_KingsRobes;Make_VFE_Apparel_StellicRobe","21","Apparel_Coronet;Apparel_Crown;Apparel_CrownStellic;Apparel_KidCoronet;Apparel_KidCrown;Apparel_KidPrestigeRobe;Apparel_RobeRoyal;Canon_Crown_Byzantine;Canon_Crown_Byzantine_Stuffable;Canon_Crown_Emerald;Canon_Crown_Emerald_Stuffable;Canon_Crown_Reichskrone;Canon_Crown_Reichskrone_Stuffable;DankPyon_Apparel_FullPlateGilded;DankPyon_Headgear_ArmetGilded;RBME_RoyalHellenicHelmet;VFEM2_Apparel_DameDress;VFEM2_Apparel_DameHat;VFEM2_Apparel_KingsCrown;VFEM2_Apparel_KingsRobes;VFE_Apparel_StellicRobe","0","","","0","","1","NobleApparel"
"ThematicMetadata","OtherRecipe;NonBuildingThing;Techprint","SkinHardening","Skin hardening","Royalty","Ludeon.RimWorld.Royalty","2000","0","0","","7","0","Make_AI_AnimalDermalArmorGland;Make_AI_AnimalSkinHardener;Make_AI_AnimalVacSkinGland;Make_ArmorskinGland;Make_StoneskinGland;Make_ToughskinGland;Make_VacskinGland","7","AI_AnimalDermalArmorGland;AI_AnimalSkinHardener;AI_AnimalVacSkinGland;ArmorskinGland;StoneskinGland;ToughskinGland;VacskinGland","0","","Techprint_SkinHardening","0","","1","Fabrication"
"ThematicMetadata","OtherRecipe;NonBuildingThing;Techprint","SpecializedLimbs","Specialized limbs","Royalty","Ludeon.RimWorld.Royalty","2000","0","0","","12","0","Make_AI_AnimalPowerClaw;Make_BM_SpacerAnalyzerWorkModule;Make_BM_SpacerChefWorkModule;Make_BM_SpacerConstructorWorkModule;Make_BM_SpacerCrafterWorkModule;Make_BM_SpacerDrillWorkModule;Make_BM_SpacerFieldWorkModule;Make_BM_SpacerMedicWorkModule;Make_DrillArm;Make_FieldHand;Make_LTS_ModuleArm_BionicClaw;Make_PowerClaw","12","AI_AnimalPowerClaw;BM_SpacerAnalyzerWorkModule;BM_SpacerChefWorkModule;BM_SpacerConstructorWorkModule;BM_SpacerCrafterWorkModule;BM_SpacerDrillWorkModule;BM_SpacerFieldWorkModule;BM_SpacerMedicWorkModule;DrillArm;FieldHand;LTS_ModuleArm_BionicClaw;PowerClaw","0","","Techprint_SpecializedLimbs","0","","1","MicroelectronicsBasics"
"ThematicMetadata","OtherRecipe;NonBuildingThing;Techprint","VenomSynthesis","Poison synthesis","Royalty","Ludeon.RimWorld.Royalty","2000","0","0","","7","0","Make_AI_AnimalVenomFangs;Make_BM_SpacerVenomFangsCombatModule;Make_BM_SpacerVenomTalonCombatModule;Make_LTS_ModuleLeg_VenomFootBlade;Make_LTS_ScorpionTail;Make_VenomFangs;Make_VenomTalon","7","AI_AnimalVenomFangs;BM_SpacerVenomFangsCombatModule;BM_SpacerVenomTalonCombatModule;LTS_ModuleLeg_VenomFootBlade;LTS_ScorpionTail;VenomFangs;VenomTalon","0","","Techprint_VenomSynthesis","0","","1","CompactWeaponry"
"ThematicMetadata","OtherRecipe;NonBuildingThing","JDSPhaseIArmorARC","ARC Training","[JDS] StarWars - Phase I Clone Armor","M3.Continued.JangoDsoul.StarWars.PICAS","3850","0","0","","25","0","Make_JDSW_PhaseOneGear_Alpha17a;Make_JDSW_PhaseOneGear_Alpha17b;Make_JDSW_PhaseOneGear_Alpha17c;Make_JDSW_PhaseOneGear_Alpha17d;Make_JDSW_PhaseOneGear_Alpha17e;Make_JDSW_PhaseOneGear_Kama0a;Make_JDSW_PhaseOneGear_Kama1a;Make_JDSW_PhaseOneGear_Kama2a;Make_JDSW_PhaseOneGear_Kama3a;Make_JDSW_PhaseOneGear_Kama4a;Make_JDSW_PhaseOneGear_Pauldron0A;Make_JDSW_PhaseOneGear_Pauldron0B;Make_JDSW_PhaseOneGear_Pauldron0C;Make_JDSW_PhaseOneGear_Pauldron1A;Make_JDSW_PhaseOneGear_Pauldron1B;Make_JDSW_PhaseOneGear_Pauldron1C;Make_JDSW_PhaseOneGear_Pauldron2A;Make_JDSW_PhaseOneGear_Pauldron2B;Make_JDSW_PhaseOneGear_Pauldron2C;Make_JDSW_PhaseOneGear_Pauldron3A;Make_JDSW_PhaseOneGear_Pauldron3B;Make_JDSW_PhaseOneGear_Pauldron3C;Make_JDSW_PhaseOneGear_Pauldron4A;Make_JDSW_PhaseOneGear_Pauldron4B;Make_JDSW_PhaseOneGear_Pauldron4C","25","JDSW_PhaseOneGear_Alpha17a;JDSW_PhaseOneGear_Alpha17b;JDSW_PhaseOneGear_Alpha17c;JDSW_PhaseOneGear_Alpha17d;JDSW_PhaseOneGear_Alpha17e;JDSW_PhaseOneGear_Kama0a;JDSW_PhaseOneGear_Kama1a;JDSW_PhaseOneGear_Kama2a;JDSW_PhaseOneGear_Kama3a;JDSW_PhaseOneGear_Kama4a;JDSW_PhaseOneGear_Pauldron0A;JDSW_PhaseOneGear_Pauldron0B;JDSW_PhaseOneGear_Pauldron0C;JDSW_PhaseOneGear_Pauldron1A;JDSW_PhaseOneGear_Pauldron1B;JDSW_PhaseOneGear_Pauldron1C;JDSW_PhaseOneGear_Pauldron2A;JDSW_PhaseOneGear_Pauldron2B;JDSW_PhaseOneGear_Pauldron2C;JDSW_PhaseOneGear_Pauldron3A;JDSW_PhaseOneGear_Pauldron3B;JDSW_PhaseOneGear_Pauldron3C;JDSW_PhaseOneGear_Pauldron4A;JDSW_PhaseOneGear_Pauldron4B;JDSW_PhaseOneGear_Pauldron4C","0","","","0","","1","JDSPhaseIArmorStart"
"ThematicMetadata","OtherRecipe;NonBuildingThing","JDSPhaseIArmorComd","Commando Training","[JDS] StarWars - Phase I Clone Armor","M3.Continued.JangoDsoul.StarWars.PICAS","6500","0","0","","4","0","Make_JDSW_Katarn_Backpack_Heavy;Make_JDSW_Katarn_Backpack_Standard;Make_JDSW_PhaseOneArmor_Katarn-Class;Make_JDSW_PhaseOneHelmet_Katarn-Class","4","JDSW_Katarn_Backpack_Heavy;JDSW_Katarn_Backpack_Standard;JDSW_PhaseOneArmor_Katarn-Class;JDSW_PhaseOneHelmet_Katarn-Class","0","","","0","","2","JDSPhaseIArmorARC;JDSPhaseIArmorSpecialist"
"ThematicMetadata","OtherRecipe;NonBuildingThing","JDSPhaseIArmorLeadership","Leadership Training","[JDS] StarWars - Phase I Clone Armor","M3.Continued.JangoDsoul.StarWars.PICAS","2000","0","0","","8","0","Make_JDSW_PhaseOneArmor_Captain;Make_JDSW_PhaseOneArmor_Commander;Make_JDSW_PhaseOneArmor_Lieutenant;Make_JDSW_PhaseOneArmor_Sergeant;Make_JDSW_PhaseOneHelmet_Captain;Make_JDSW_PhaseOneHelmet_Commander;Make_JDSW_PhaseOneHelmet_Lieutenant;Make_JDSW_PhaseOneHelmet_Sergeant","8","JDSW_PhaseOneArmor_Captain;JDSW_PhaseOneArmor_Commander;JDSW_PhaseOneArmor_Lieutenant;JDSW_PhaseOneArmor_Sergeant;JDSW_PhaseOneHelmet_Captain;JDSW_PhaseOneHelmet_Commander;JDSW_PhaseOneHelmet_Lieutenant;JDSW_PhaseOneHelmet_Sergeant","0","","","0","","1","JDSPhaseIArmorStart"
"ThematicMetadata","OtherRecipe;NonBuildingThing","JDSPhaseIArmorSpecialist","Specialist Training","[JDS] StarWars - Phase I Clone Armor","M3.Continued.JangoDsoul.StarWars.PICAS","2500","0","0","","12","0","Make_JDSW_PhaseOneArmor_ColdAssault;Make_JDSW_PhaseOneGear_HeavyGunner;Make_JDSW_PhaseOneHelmet_ARF;Make_JDSW_PhaseOneHelmet_ColdAssault;Make_JDSW_PhaseOneHelmet_Engineer;Make_JDSW_PhaseOneHelmet_HeavyAssault;Make_JDSW_PhaseOneHelmet_HeavyGunner;Make_JDSW_PhaseOneHelmet_Pilot;Make_JDSW_PhaseOneHelmet_Rangefinder;Make_JDSW_PhaseOneHelmet_RiseRangefinder;Make_JDSW_PhaseOneHelmet_Sonic;Make_JDSW_PhaseOneHelmet_Visor","12","JDSW_PhaseOneArmor_ColdAssault;JDSW_PhaseOneGear_HeavyGunner;JDSW_PhaseOneHelmet_ARF;JDSW_PhaseOneHelmet_ColdAssault;JDSW_PhaseOneHelmet_Engineer;JDSW_PhaseOneHelmet_HeavyAssault;JDSW_PhaseOneHelmet_HeavyGunner;JDSW_PhaseOneHelmet_Pilot;JDSW_PhaseOneHelmet_Rangefinder;JDSW_PhaseOneHelmet_RiseRangefinder;JDSW_PhaseOneHelmet_Sonic;JDSW_PhaseOneHelmet_Visor","0","","","0","","1","JDSPhaseIArmorStart"
"ThematicMetadata","OtherRecipe;NonBuildingThing","JDSPhaseIArmorStart","Standard Training","[JDS] StarWars - Phase I Clone Armor","M3.Continued.JangoDsoul.StarWars.PICAS","1500","0","0","","3","0","Make_JDSW_PhaseOneArmor_Standard;Make_JDSW_PhaseOneHelmet_Standard;Make_JDSW_V1_BodyGlove_Standard","3","JDSW_PhaseOneArmor_Standard;JDSW_PhaseOneHelmet_Standard;JDSW_V1_BodyGlove_Standard","0","","","0","","1","Fabrication"
"ThematicMetadata","OtherRecipe;NonBuildingThing","JDSPhaseIIArmorARC","ARC Training","[JDS] StarWars - Phase II Clone Armor","M3.Continued.JangoDsoul.StarWars.PIICAS","3850","0","0","","8","0","Make_JDSW_PhaseTwoGear_Kama0a;Make_JDSW_PhaseTwoGear_Pauldron0A;Make_JDSW_PhaseTwoGear_Pauldron1A;Make_JDSW_PhaseTwoGear_Pauldron2A;Make_JDSW_PhaseTwoGear_Pauldron3A;Make_JDSW_PhaseTwoGear_Pauldron4A;Make_JDSW_PhaseTwoGear_Pauldron5A;Make_JDSW_PhaseTwoHelmet_ARC","8","JDSW_PhaseTwoGear_Kama0a;JDSW_PhaseTwoGear_Pauldron0A;JDSW_PhaseTwoGear_Pauldron1A;JDSW_PhaseTwoGear_Pauldron2A;JDSW_PhaseTwoGear_Pauldron3A;JDSW_PhaseTwoGear_Pauldron4A;JDSW_PhaseTwoGear_Pauldron5A;JDSW_PhaseTwoHelmet_ARC","0","","","0","","1","JDSPhaseIIArmorStart"
"ThematicMetadata","OtherRecipe;NonBuildingThing","JDSPhaseIIArmorBattalions","Battalion Uniforms","[JDS] StarWars - Phase II Clone Armor","M3.Continued.JangoDsoul.StarWars.PIICAS","3850","0","0","","58","0","Make_JDSW_PhaseTwoArmor_104thBattalion;Make_JDSW_PhaseTwoArmor_104thBattalion_Wolffe;Make_JDSW_PhaseTwoArmor_187thLegion;Make_JDSW_PhaseTwoArmor_187thLegion_Commander;Make_JDSW_PhaseTwoArmor_212thBattalion;Make_JDSW_PhaseTwoArmor_212thBattalion_Airborne;Make_JDSW_PhaseTwoArmor_212thBattalion_Cody;Make_JDSW_PhaseTwoArmor_21stNovaCorps_Bacara;Make_JDSW_PhaseTwoArmor_21stNovaCorps_Marine;Make_JDSW_PhaseTwoArmor_327thBattalion;Make_JDSW_PhaseTwoArmor_327thBattalion_Bly;Make_JDSW_PhaseTwoArmor_327thBattalion_Deviss;Make_JDSW_PhaseTwoArmor_332ndBattalion_Three;Make_JDSW_PhaseTwoArmor_332ndBattalion_Two;Make_JDSW_PhaseTwoArmor_332ndBattalion_one;Make_JDSW_PhaseTwoArmor_41stEliteCorps;Make_JDSW_PhaseTwoArmor_41stEliteCorps_Camo;Make_JDSW_PhaseTwoArmor_41stEliteCorps_Gree;Make_JDSW_PhaseTwoArmor_41stEliteCorps_Scout;Make_JDSW_PhaseTwoArmor_501stBattalion;Make_JDSW_PhaseTwoArmor_501stBattalion_Fives;Make_JDSW_PhaseTwoArmor_501stBattalion_HardCase;Make_JDSW_PhaseTwoArmor_501stBattalion_Rex;Make_JDSW_PhaseTwoArmor_CoruscantGuard;Make_JDSW_PhaseTwoArmor_CoruscantGuard_Fox;Make_JDSW_PhaseTwoArmor_CoruscantGuard_Hound;Make_JDSW_PhaseTwoArmor_CoruscantGuard_Thire;Make_JDSW_PhaseTwoHelmet_104thBattalion;Make_JDSW_PhaseTwoHelmet_104thBattalion_Boost;Make_JDSW_PhaseTwoHelmet_104thBattalion_Sinker;Make_JDSW_PhaseTwoHelmet_104thBattalion_Wolffe;Make_JDSW_PhaseTwoHelmet_187thLegion;Make_JDSW_PhaseTwoHelmet_187thLegion_Commander;Make_JDSW_PhaseTwoHelmet_212thBattalion;Make_JDSW_PhaseTwoHelmet_212thBattalion_Airborne;Make_JDSW_PhaseTwoHelmet_212thBattalion_Boil;Make_JDSW_PhaseTwoHelmet_212thBattalion_Cody;Make_JDSW_PhaseTwoHelmet_21stNovaCorps_Marine;Make_JDSW_PhaseTwoHelmet_327thBattalion;Make_JDSW_PhaseTwoHelmet_327thBattalion_Barc;Make_JDSW_PhaseTwoHelmet_327thBattalion_Bly;Make_JDSW_PhaseTwoHelmet_327thBattalion_Deviss;Make_JDSW_PhaseTwoHelmet_332ndBattalion_Four;Make_JDSW_PhaseTwoHelmet_332ndBattalion_One;Make_JDSW_PhaseTwoHelmet_332ndBattalion_Three;Make_JDSW_PhaseTwoHelmet_332ndBattalion_Two;Make_JDSW_PhaseTwoHelmet_41stEliteCorps;Make_JDSW_PhaseTwoHelmet_41stEliteCorps_Camo;Make_JDSW_PhaseTwoHelmet_41stEliteCorps_Gree;Make_JDSW_PhaseTwoHelmet_41stEliteCorps_Scout;Make_JDSW_PhaseTwoHelmet_501stBattalion;Make_JDSW_PhaseTwoHelmet_501stBattalion_Fives;Make_JDSW_PhaseTwoHelmet_501stBattalion_HardCase;Make_JDSW_PhaseTwoHelmet_501stBattalion_Rex;Make_JDSW_PhaseTwoHelmet_CoruscantGuard;Make_JDSW_PhaseTwoHelmet_CoruscantGuard_Fox;Make_JDSW_PhaseTwoHelmet_CoruscantGuard_Hound;Make_JDSW_PhaseTwoHelmet_CoruscantGuard_Thire","58","JDSW_PhaseTwoArmor_104thBattalion;JDSW_PhaseTwoArmor_104thBattalion_Wolffe;JDSW_PhaseTwoArmor_187thLegion;JDSW_PhaseTwoArmor_187thLegion_Commander;JDSW_PhaseTwoArmor_212thBattalion;JDSW_PhaseTwoArmor_212thBattalion_Airborne;JDSW_PhaseTwoArmor_212thBattalion_Cody;JDSW_PhaseTwoArmor_21stNovaCorps_Bacara;JDSW_PhaseTwoArmor_21stNovaCorps_Marine;JDSW_PhaseTwoArmor_327thBattalion;JDSW_PhaseTwoArmor_327thBattalion_Bly;JDSW_PhaseTwoArmor_327thBattalion_Deviss;JDSW_PhaseTwoArmor_332ndBattalion_Three;JDSW_PhaseTwoArmor_332ndBattalion_Two;JDSW_PhaseTwoArmor_332ndBattalion_one;JDSW_PhaseTwoArmor_41stEliteCorps;JDSW_PhaseTwoArmor_41stEliteCorps_Camo;JDSW_PhaseTwoArmor_41stEliteCorps_Gree;JDSW_PhaseTwoArmor_41stEliteCorps_Scout;JDSW_PhaseTwoArmor_501stBattalion;JDSW_PhaseTwoArmor_501stBattalion_Fives;JDSW_PhaseTwoArmor_501stBattalion_HardCase;JDSW_PhaseTwoArmor_501stBattalion_Rex;JDSW_PhaseTwoArmor_CoruscantGuard;JDSW_PhaseTwoArmor_CoruscantGuard_Fox;JDSW_PhaseTwoArmor_CoruscantGuard_Hound;JDSW_PhaseTwoArmor_CoruscantGuard_Thire;JDSW_PhaseTwoHelmet_104thBattalion;JDSW_PhaseTwoHelmet_104thBattalion_Boost;JDSW_PhaseTwoHelmet_104thBattalion_Sinker;JDSW_PhaseTwoHelmet_104thBattalion_Wolffe;JDSW_PhaseTwoHelmet_187thLegion;JDSW_PhaseTwoHelmet_187thLegion_Commander;JDSW_PhaseTwoHelmet_212thBattalion;JDSW_PhaseTwoHelmet_212thBattalion_Airborne;JDSW_PhaseTwoHelmet_212thBattalion_Boil;JDSW_PhaseTwoHelmet_212thBattalion_Cody;JDSW_PhaseTwoHelmet_21stNovaCorps_Marine;JDSW_PhaseTwoHelmet_327thBattalion;JDSW_PhaseTwoHelmet_327thBattalion_Barc;JDSW_PhaseTwoHelmet_327thBattalion_Bly;JDSW_PhaseTwoHelmet_327thBattalion_Deviss;JDSW_PhaseTwoHelmet_332ndBattalion_Four;JDSW_PhaseTwoHelmet_332ndBattalion_One;JDSW_PhaseTwoHelmet_332ndBattalion_Three;JDSW_PhaseTwoHelmet_332ndBattalion_Two;JDSW_PhaseTwoHelmet_41stEliteCorps;JDSW_PhaseTwoHelmet_41stEliteCorps_Camo;JDSW_PhaseTwoHelmet_41stEliteCorps_Gree;JDSW_PhaseTwoHelmet_41stEliteCorps_Scout;JDSW_PhaseTwoHelmet_501stBattalion;JDSW_PhaseTwoHelmet_501stBattalion_Fives;JDSW_PhaseTwoHelmet_501stBattalion_HardCase;JDSW_PhaseTwoHelmet_501stBattalion_Rex;JDSW_PhaseTwoHelmet_CoruscantGuard;JDSW_PhaseTwoHelmet_CoruscantGuard_Fox;JDSW_PhaseTwoHelmet_CoruscantGuard_Hound;JDSW_PhaseTwoHelmet_CoruscantGuard_Thire","0","","","0","","1","JDSPhaseIIArmorStart"
"GenericFallbackOnly","","JDSPhaseIIArmorLeadership","Leadership Training","[JDS] StarWars - Phase II Clone Armor","M3.Continued.JangoDsoul.StarWars.PIICAS","2000","0","0","","0","0","","0","","0","","","0","","1","JDSPhaseIIArmorStart"
"ThematicMetadata","OtherRecipe;NonBuildingThing","JDSPhaseIIArmorSpecialist","Specialist Training","[JDS] StarWars - Phase II Clone Armor","M3.Continued.JangoDsoul.StarWars.PIICAS","2500","0","0","","22","0","Make_JDSW_PhaseTwoArmor_ColdAssault;Make_JDSW_PhaseTwoArmor_Desert;Make_JDSW_PhaseTwoArmor_Pilot;Make_JDSW_PhaseTwoArmor_Scout;Make_JDSW_PhaseTwoGear_HeavyGunner;Make_JDSW_PhaseTwoGear_TankGunner;Make_JDSW_PhaseTwoHelmet_ARF;Make_JDSW_PhaseTwoHelmet_AT-RT-Driver;Make_JDSW_PhaseTwoHelmet_BARC;Make_JDSW_PhaseTwoHelmet_ColdAssault;Make_JDSW_PhaseTwoHelmet_Desert;Make_JDSW_PhaseTwoHelmet_Engineer;Make_JDSW_PhaseTwoHelmet_HeavyAssault;Make_JDSW_PhaseTwoHelmet_HeavyGunner;Make_JDSW_PhaseTwoHelmet_Paratrooper;Make_JDSW_PhaseTwoHelmet_Pilot;Make_JDSW_PhaseTwoHelmet_Rangefinder;Make_JDSW_PhaseTwoHelmet_RiseRangefinder;Make_JDSW_PhaseTwoHelmet_Scout;Make_JDSW_PhaseTwoHelmet_Sonic;Make_JDSW_PhaseTwoHelmet_Tank-Gunner;Make_JDSW_PhaseTwoHelmet_Visor","22","JDSW_PhaseTwoArmor_ColdAssault;JDSW_PhaseTwoArmor_Desert;JDSW_PhaseTwoArmor_Pilot;JDSW_PhaseTwoArmor_Scout;JDSW_PhaseTwoGear_HeavyGunner;JDSW_PhaseTwoGear_TankGunner;JDSW_PhaseTwoHelmet_ARF;JDSW_PhaseTwoHelmet_AT-RT-Driver;JDSW_PhaseTwoHelmet_BARC;JDSW_PhaseTwoHelmet_ColdAssault;JDSW_PhaseTwoHelmet_Desert;JDSW_PhaseTwoHelmet_Engineer;JDSW_PhaseTwoHelmet_HeavyAssault;JDSW_PhaseTwoHelmet_HeavyGunner;JDSW_PhaseTwoHelmet_Paratrooper;JDSW_PhaseTwoHelmet_Pilot;JDSW_PhaseTwoHelmet_Rangefinder;JDSW_PhaseTwoHelmet_RiseRangefinder;JDSW_PhaseTwoHelmet_Scout;JDSW_PhaseTwoHelmet_Sonic;JDSW_PhaseTwoHelmet_Tank-Gunner;JDSW_PhaseTwoHelmet_Visor","0","","","0","","1","JDSPhaseIIArmorStart"
"ThematicMetadata","OtherRecipe;NonBuildingThing","JDSPhaseIIArmorStart","Standard Training","[JDS] StarWars - Phase II Clone Armor","M3.Continued.JangoDsoul.StarWars.PIICAS","1500","0","0","","4","0","Make_JDSW_PhaseTwoArmor_Standard;Make_JDSW_PhaseTwoBackpack_Standard;Make_JDSW_PhaseTwoHelmet_Standard;Make_JDSW_V2_BodyGlove_Standard","4","JDSW_PhaseTwoArmor_Standard;JDSW_PhaseTwoBackpack_Standard;JDSW_PhaseTwoHelmet_Standard;JDSW_V2_BodyGlove_Standard","0","","","0","","1","Fabrication"
"ThematicMetadata","OtherRecipe;NonBuildingThing","FOF_Drugs","Razor","Forsaken Faction For Alpha Genes","Matsay.ForsakenFaction","500","0","0","","2","0","Make_FOF_Razor;Make_FOF_RazorBulk","1","FOF_Razor","0","","","0","","2","DrugProduction;FOF_Plants"
